Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.680678,1.00584,0.464908,0.376475,-0.0409521,0.599625
0.680678,1.6764,0.823969,0.667237,-0.0725805,1.06273
0.680678,2.34696,1.2776,1.03458,-0.112539,1.64781
0.680678,3.01752,1.83023,1.48209,-0.161219,2.36058
0.680678,3.68808,2.47803,2.00667,-0.218281,3.19609
0.680678,4.35864,3.20737,2.59727,-0.282525,4.13677
0.680678,5.0292,4.03602,3.2683,-0.355518,5.20554
0.680678,5.69976,4.88614,3.95672,-0.430402,6.302
0.680678,6.37032,5.75809,4.66281,-0.50721,7.42662
0.698132,0.33528,0.208542,0.174987,-0.0182028,0.27284
0.698132,1.00584,0.473628,0.397421,-0.0413413,0.619659
0.698132,1.6764,0.832229,0.698323,-0.0726422,1.08882
0.698132,2.34696,1.28594,1.07903,-0.112245,1.68243
0.698132,3.01752,1.83731,1.54169,-0.160372,2.40379
0.698132,3.68808,2.47951,2.08055,-0.216427,3.24399
0.698132,4.35864,3.20928,2.69291,-0.280126,4.19877
0.698132,5.0292,4.03947,3.38952,-0.35259,5.28493
0.698132,5.69976,4.89439,4.10688,-0.427213,6.40344
0.698132,6.37032,5.78508,4.85426,-0.504958,7.56875
0.715585,0.33528,0.215639,0.187452,-0.0186385,0.286331
0.715585,1.00584,0.481814,0.418835,-0.0416451,0.639767
0.715585,1.6764,0.839627,0.729876,-0.0725722,1.11488
0.715585,2.34696,1.29302,1.124,-0.111761,1.71691
0.715585,3.01752,1.84006,1.59954,-0.159044,2.44329
0.715585,3.68808,2.47911,2.15506,-0.214279,3.29184
0.715585,4.35864,3.20874,2.78932,-0.277344,4.26066
0.715585,5.0292,4.03975,3.5117,-0.349171,5.3641
0.715585,5.69976,4.89933,4.25892,-0.423468,6.50547
0.715585,6.37032,5.80744,5.04833,-0.50196,7.71129
0.733038,0.33528,0.222481,0.200323,-0.0190282,0.299982
0.733038,1.00584,0.489433,0.440688,-0.0418598,0.659926
0.733038,1.6764,0.846128,0.761857,-0.0723668,1.14088
0.733038,2.34696,1.2988,1.16944,-0.111082,1.75123
0.733038,3.01752,1.84115,1.65778,-0.157468,2.48251
0.733038,3.68808,2.4768,2.23012,-0.211833,3.33958
0.733038,4.35864,3.20568,2.88641,-0.274172,4.32237
0.733038,5.0292,4.03677,3.63472,-0.345253,5.44297
